V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
3.588416181098271,2.3647732520026765,4.327496403197777,3.0304448783789426,4.562388441510737,3.2748321848899877,3.2656492212807815,2.1905497121287634,3.9212102405380427,3.5923486048680116,2.86183595388892,2.7244985814693576,2.4961073319972256,2.9262735631384222,7.36556191423989,3.354588456440703,4.63670713963279,2.9487959083843855,3.1708784784095223,2.393064011695578,2.8525460836528413,2.6117278296810067,2.5895420773081197,2.1426402895714203,3.094625223848793,3.1786901289084337,5.715532072624905,4.567252508745686,1.6818062167978538,1.2504239957208685,2.1238993237965946,3.6147062855381447,4.038646951685985,4.472822965819821,2.174355690033814,2.839999279956827,2.6979064060824474,2.793666729732788,3.187679610688276,1.918396499941797,4.167213802316985,3.314897104329865,1.79445680761922,1.8160729875628416,3.6299872843722154,2.487516727310656,3.7380184487855033,3.625105848980777,1.711192554271979,3.1072845336853563,5.063830561427666,1.7780371337941983,5.212386763029582,3.3625812491677163,3.203490921556571,1.9825955054763245,5.657523145811666,2.949019350701217,4.095238873409865,4.2243427335549235,2.343796224852531,4.286888152034242,2.6874599113000035,2.84695285492383,2.147342091394382,2.2799683354064695,3.868061353579451,2.0133595693377693,2.482100683815937,2.839447480553358,5.260233958980634,3.315273208697955,6.352911306591209,3.870323990520588,2.1743268577473582,2.335638779028207,2.7004366342746713,3.8022793674568,4.662386102641473,1.7930837537255604,2.38983027855401,2.5345480431840963,3.0119523521960376,2.6761191075051336,3.1395612320898443,3.152830880904058,1.9163813801008136,1.5217185892784983,2.7602623018284302,5.464572053885842,3.8521381363808294,2.7225080003683013,2.3742309393378935,3.0573975012830252,4.318226721712529,5.6741451320400245,2.659660974734391,2.39681932409063,1.46445900528112,2.5426585361687164
4.10085824933884,3.6572301928460664,9.34607865564344,3.1740017931442512,3.7580142300647292,3.331940757316684,3.3059803591878745,3.489424576992015,4.875364388186638,7.251576129267345,3.4710867990802443,3.7893367353519856,1.8531180220829735,5.2669411153864,6.480285014213191,3.1619236501585672,2.934025677296455,2.4536577711030545,2.720115274260671,3.472150159124334,4.443165275327549,4.398370159620394,3.199324672067161,4.986105341849761,2.7726661703227475,4.1411206611885065,7.65675351478037,4.740675207675018,1.7261428383067443,1.8313401642967302,4.355259138297556,4.356128261114948,2.9667049670714647,3.160216136355397,3.480483597922285,4.018941653770181,2.2471295567072302,3.7024509863399544,4.034159926081655,5.0322025872823275,4.550302792251403,4.329035113759665,1.6446153958609473,4.490126849661555,2.689445320568959,3.3977556821093047,3.2331273244751295,2.8237462064206085,2.353681531641934,4.648184429124811,7.545992731186912,4.340708832802084,3.2516423792218827,2.5465359010167012,3.2515173866899736,2.0523352637481658,5.798828829071534,3.686732595387601,2.2623632357660823,6.705705309400918,3.641821846633613,7.567621468649003,2.8465783002083,5.426696325056951,4.665253819204151,2.7631380107875585,5.181050526778371,2.983266535946035,3.671999613989635,5.410283615471865,4.395547724498483,3.436970827345897,5.0165548628909855,3.479756956440495,1.8969526386327389,4.284968536831545,3.7396021432878066,3.6029361840533323,4.2976786828457945,3.020400173392337,1.2866498480172395,4.5329625414377865,4.891534619690005,5.415932198245855,3.446777493919167,6.348538868846945,1.567471720025261,3.5294329677730047,2.547171669277525,5.652523041413482,4.4641377272379135,2.808765073191129,2.508599453410735,4.2635749126228575,5.099074414366573,4.2022983314034095,3.917112748327303,2.249261221213725,2.3376175895981084,2.970465018725654
4.875146099950872,8.062174182820023,6.735835291385364,4.097696077752363,3.1832197913037046,2.8654664687370266,4.507686349076123,3.196616644580099,3.57535313979623,3.6812588799996955,6.726606629345747,8.854001064710207,3.768279531870209,4.792065523259656,6.317477036407083,3.4321672799723304,3.5162031767553072,3.69546072384308,6.658354495297451,3.085420369810559,4.2044610724388605,3.820101127146207,7.200419782166372,3.920394233220933,3.0953282934260615,8.253601897009583,6.601640326072656,4.183015473387898,1.8806340297314508,4.536015476325883,5.785986264850944,6.0935909355783595,3.172762051565896,3.372369912042,6.380276887986211,4.369955734130739,2.2478697332057087,4.554219151828861,5.0988689676161565,2.3031478906652785,3.0990910581653455,10.401216111014415,2.604022404687154,4.696457187287129,2.9647297698268256,4.849152843577474,4.426942341040632,4.040793958398909,1.9464812192335814,3.7941828050630058,6.953017629852654,6.497474456252618,2.0398243012453894,4.30819236716087,4.0451023214865165,2.537918981317144,4.012387736488556,4.072627585489774,2.606620804994928,6.877768982870372,3.0246873299137174,6.651188523950754,3.107628056924697,2.5499021033004046,3.9445950796076645,2.4602491580003174,3.534727286475476,4.029299998440639,5.892606172043443,6.191286094759269,5.525550143368119,3.30744487389461,4.325376521538597,4.134798550999972,2.676145493101998,3.5880209943213983,5.125084554355305,4.335057232663577,3.8507900862621818,4.931464154538145,3.889831906617779,5.1764812239767295,13.894673393903933,3.3890880093275215,3.1127436365315004,7.776672298077155,3.544550185690254,5.209829959488278,6.509459057708937,8.03632239063919,8.249212836006606,3.666009462801762,3.2067993477442323,2.43458969406194,2.4950819238498054,3.5749169953188087,2.8339947696962193,2.3487277165344906,2.832107344309595,3.832753495130607
7.34966305892319,5.4640076563956335,3.7312337218093043,5.906152538369782,4.1341103927748355,3.1289516123231356,6.509914969856715,3.702943153746273,4.239065176575506,1.833857803578019,7.4709891040071925,6.03851243836786,3.1310295734231555,4.161062307380004,5.392992786427302,4.336498641649296,6.688286139439435,10.70186334042427,5.868662718659873,3.9021952206577333,5.8519125087328225,6.135427011179125,7.536640197886742,5.756571511743043,3.6116442348307274,5.999465081181454,4.359623896037851,5.338413835073394,1.8095139716197695,6.802672564185758,6.818885584617751,8.790089387073168,3.4036159639735737,6.183536510234583,5.841030587458698,6.764935421282938,4.348270085754896,4.465618259395132,3.5315366306216776,1.927503200697039,3.315971130792259,7.854420326751522,4.228089639487806,5.270881288518311,4.515818926108055,7.575412355904631,4.628406862987721,7.628878937611391,3.0263191297867436,5.906073399273545,2.6865079107265615,10.124676885938532,3.3384708060559753,6.088999795334715,7.508317160384547,1.6273971879099802,4.7222950531020045,6.534232835533099,8.906499407842988,6.893958628953725,3.59535941105526,6.565851235150529,6.994588372906616,3.170216505645359,3.9663694527540736,2.182719037632702,3.287133550402673,4.9048092441016475,6.810881092110453,5.886223410725307,5.472243202034873,6.151204120992784,7.4192406274119005,4.44367459984825,3.4321340285397963,4.488159569462695,4.003212582012549,4.319286733103185,3.614944771444636,5.375875018830048,3.4094547236187998,6.060819729049955,6.3489507894858654,5.3778587723505735,5.54391833095561,6.64647367285743,3.2172165370550516,6.385781313514756,6.201651452386823,15.919420740107688,16.673055562492443,2.87649201896735,3.1227973156798345,2.5721166480105926,4.1344951423422005,4.031523378048392,4.055207556661062,3.059684475581438,4.786651960177866,5.033811541452017
12.299612809078505,7.656734227461272,3.912485368864342,8.410736232957243,3.20204067169181,4.224312086633331,5.110410456971019,9.269617958473454,4.584792636401097,3.4311935157237285,5.568658976018818,8.509903653737645,2.501474524479334,5.151520728778789,4.95304586299713,7.527548306063379,11.346797539929137,11.740881398923444,6.978892073014936,4.351231190237657,4.966357366594531,6.0536179495077125,8.630728457172797,4.6822422304307105,5.061760673953178,6.301332872908846,3.3793664264651992,5.737816796032023,2.4222527086583803,10.083419339924106,10.78280293736734,6.796164004331431,9.394792281827913,7.860961449438159,5.801699788590299,5.872698473457001,6.059651462226404,6.544013723120156,6.816291571358976,2.2852370673195725,5.920056909998645,5.105059102226622,8.515324007283214,6.2315676273881575,5.913710857103127,9.723989942664591,4.783915130493763,11.846673856558441,5.249448041974869,6.597596635800369,3.4657707745940796,7.622113059351491,3.6731987154843946,8.141376693957332,10.147747962391287,3.254665931754619,6.114551618211101,4.039259765868292,8.2699137315527,7.524100396864598,3.9501333864986505,6.552366799211154,8.279707085321311,6.1732399666580715,2.739100862591579,7.137508550540144,2.63855766189821,4.498498512082106,4.059377809121148,2.9997035253988145,8.629035780015057,4.22533412707217,11.192331658741125,3.4042581546969424,8.480990861511765,8.6413814250441785,3.3451370184283253,4.431637473217958,5.347895680334076,10.006915054907884,6.354438658039187,5.403745699389078,3.5739965070710675,5.66359995324317,6.888113517750938,6.80373489601886,6.906157436687414,9.47439059964785,10.474323576627308,8.26255250356546,7.694316736580333,4.95458485810373,4.805826574882938,3.115287870926582,6.139499369213679,3.4681745881592043,8.466726090461911,5.4669561334783765,5.200474762395704,5.000454457036587
5.978140834744977,6.234523280782474,7.775951129235994,10.161570455920131,3.223322704288857,6.249997988428497,5.9990805407626135,10.372319849477076,12.598365322843174,3.8612762017953446,8.02723904396513,12.33525636632951,4.480484617840364,7.709050576458789,2.9040480543890674,8.249358657612351,10.726417734070667,9.4737512919438025,8.27405299330798,4.202711713068213,12.646176398733784,12.305944008324124,7.113136377906908,5.907581343508057,4.869199019704075,5.735220973579609,4.945871047608345,6.682670613150144,4.502505742278354,6.960334461735566,10.135250798796841,8.609677600680714,6.394682724362623,6.830691034367854,3.4677543929392383,8.76306290584731,11.566287128029003,9.913151498963009,6.490020379858757,3.273606381852423,9.90506895910758,4.0806532498445405,10.695736324964207,4.614249867475979,5.892220791058204,9.302284711385518,6.5707098360693665,14.53744348855895,8.503356022027843,6.415352440386325,2.159686553987975,4.385690573994468,4.799054191033234,12.004242278868373,11.872847022891113,4.657407220208407,7.819064841211291,9.7674822122394,7.8162223459467866,4.880806593804976,8.25572025573772,5.893063468341234,12.039990218543782,5.059170196104599,4.1776379411868625,6.314586952807514,6.314063931124947,8.500267951408217,8.834999276759138,5.8177796264989805,8.48129577754571,4.934535816883452,9.737231148808863,4.533096533670854,11.357867561794379,8.639398734004489,6.987677483334168,8.074163587698505,4.720840669579629,9.16774484918171,11.429712605968636,6.227877893204879,4.158518037345637,9.947533234975818,5.718783048686637,7.295008250768518,13.205310396332996,7.094696344848397,10.21420757426684,7.162857017223133,8.19667786962884,6.470554202244606,7.730890572996839,5.48808597033823,7.485114118876218,4.791325157326218,7.901445992327206,9.619125765384815,7.598698082103156,3.051087812399198
6.159477474168936,3.6295752150970677,6.549336183691227,9.894491593142225,8.69798478499028,7.572905512523857,7.74053133065025,12.264159598310147,22.422977875509243,6.140756164542,5.933976895910304,11.453202815007128,8.676381026084139,6.863685581991286,3.8924537322699715,8.005493123973075,11.582582999069718,6.9532865187664505,6.658655621428063,8.80420452624332,17.422318884335652,9.926354423832201,4.617526594789574,5.613952020058264,6.4832469607789465,5.685513635723667,7.38446992339757,7.910614047728623,11.871695330549116,5.026072869707186,6.479071894968634,8.03550556400918,12.147764833413733,6.748590619629721,4.433347196239405,14.860401725615391,12.901257891956556,9.90477309349381,6.476683672635418,7.473687902815208,13.490078623985655,4.4801065521195715,8.174537643048923,5.5425657779581545,6.843137875407774,16.10526212191959,13.451591254609038,12.604106784322298,10.09923704877666,12.378770326912434,2.5829446065238484,6.18823486416872,7.881053434619377,13.547656610976276,10.938843814805061,16.583490204508795,9.096950543362533,10.32733359333293,9.112360016514769,3.8264088390497104,13.553023078602495,5.481872706482328,8.14661782625163,6.258762409226313,3.609440063176499,13.365476647662907,9.015446819439951,9.089074640066585,7.357696189144419,4.303673157046503,6.091034928654615,9.296939993410001,8.330554747071679,8.482363442044372,12.997953341795489,6.376699630352594,7.679237026818511,13.507251149178154,8.35731392795908,6.481864361187735,16.43167045254761,6.927070422992846,3.9042107194441145,9.248042591611343,8.607790477367477,6.3222300409776535,14.738803020715459,8.740765533149672,10.179601356172805,6.499236872548313,7.562646008959098,10.688860701336447,10.594280578814793,13.186112807528453,7.936054428602781,12.240349437873054,10.573085929086256,8.00876324459156,17.806118125871002,5.487183123171081
8.316061448429618,3.528459269564131,3.628973488450394,14.54403415522289,14.55442823842869,11.733591088143507,8.994619941072749,12.891213229234824,40.903523036271814,7.47318260333648,6.187717888881025,5.862363275611742,12.606010312953057,6.141179863536085,6.773018989335235,10.969244668054918,9.567673237158473,6.085118572681118,7.517995195056371,11.900704203567827,19.012902901973753,5.954494250455893,5.072770881940491,6.08763642455179,12.434268725245673,7.702321524035244,10.626183703412023,5.256780886097203,22.809095504825866,8.329252695505529,4.301875492136283,8.375078597283775,18.11178159308068,13.993576145405006,6.425437651411868,20.880691390824747,12.063438039980612,11.48139148846056,5.508738956443816,8.439282832783789,11.602327552744212,4.81683298078285,14.804055795011708,7.556332161261627,8.029578253587937,11.586950318437221,12.14809592309519,15.69658353999716,18.022666213939377,12.833220491655501,3.4792761898187163,6.745751084355632,20.413884001554695,14.130560026231047,8.425376390834446,11.630080045072228,5.952582634187454,10.381750116894606,8.939035883599898,7.33091889354327,11.641944559377404,6.2829047790145465,15.190800552988872,9.817505449290644,5.99153987820423,7.565458732229439,14.350341328490947,8.939532295890247,4.945252173863565,5.9972598228841365,3.4476731375119862,13.021257964839307,5.639928331413655,14.766617346696437,12.628913861286476,9.442769831403554,8.743525935379465,9.204922152816065,8.801607750176817,8.74730800341285,20.748680991253526,4.678375941441272,5.516734168154316,12.83080345458508,10.468506097526346,4.188638963951526,9.60664963587796,15.680156981968501,10.246745002940376,5.312719942935422,10.237831425191628,20.630057665406905,11.438215588593565,17.31829686749647,9.806227311844339,10.754988462999002,12.331621093700653,16.12733655058772,22.0894135910316,14.14136589712348
7.892457162063147,5.466474554101109,3.864278676244512,9.480718146443683,22.96868037856807,12.098345126123185,6.487413447165013,11.303899838406593,41.29775197879846,8.512061587881075,6.42237669365685,3.9555960056386303,15.755895379539249,9.336259947870554,8.784619759760115,8.829786305472853,8.83672497841683,6.797959221357637,4.191185558733721,7.469838787260582,15.02996198481278,3.9458974296642624,10.036545214222738,10.712825793103468,12.05411541062964,11.360908963856515,7.413941640801363,2.651051274959756,26.790308993197034,6.693775448728831,4.738798589445859,11.912809869951833,18.662975531734997,11.896539564094883,10.005520294273596,15.801458403709697,14.564796531320242,7.00118155431796,9.29848898597308,8.48220159365761,6.069100391026174,6.72638410623081,19.162244935257156,6.140745866169396,7.063600151285103,8.268517128184744,10.079044462101765,6.886613642192214,21.469327670566493,14.491109738339645,6.069548831689952,11.021476387312221,20.4979203990721,7.143591422667303,7.0313746184108314,11.44310362330236,5.466902299152974,12.411756591930025,14.612765532279997,8.585152985067692,7.521863250704664,7.5913714533440215,18.12946409877962,7.621281315833615,13.496449874051203,8.479392229294552,5.778961734146663,10.225947743065712,3.4148650459815744,7.916322980597201,4.7457184624823565,15.109750387372374,5.333049499715229,8.074847446666157,13.820959381872543,9.128212552313485,16.406023246947708,6.694019723232408,7.429260139287935,6.4669944174109535,11.06473753895353,7.350235502330745,2.232961802456839,5.967518528200079,13.679206360461372,5.879203849120601,7.533792378613689,11.529238461065754,4.610605007736665,2.9952830189325086,11.158546356519231,21.471748065472468,5.169619403729428,23.045171372079743,6.531051803084328,10.022216191385692,11.79553770927534,16.528367153748174,16.15187458165945,15.982149718017752
7.898928937466744,5.108955707654637,4.093810396561039,19.279170528411797,28.299245720581865,6.353546735788884,6.545383086067956,8.999569014067934,32.69871345763885,7.969313894255659,12.216861365683851,3.135877526297217,10.733875501310493,7.201368718732182,5.702325164998815,7.358069291296814,10.113255569155887,10.179484097376918,8.347668875494454,5.580567931001463,10.624148405947665,3.367437461055551,6.692077241685154,8.01521447176146,11.571035749749274,11.788276594816764,8.27685255643085,4.788225937393354,21.90355918810148,4.942542920840496,5.668038460176171,14.753124973493081,22.398612509412374,5.899059772610585,5.806040247067314,20.409903231312935,13.861361159681183,9.974370280687332,8.202829019032277,10.291909060293133,6.459472959448955,3.8034747781475935,17.54024432406598,5.197421927810802,6.563681984940024,5.981540465847055,7.25768325399689,10.624573730699927,14.470130082912227,11.06237683159079,11.62641075299283,17.063700132676072,8.384501441147878,4.4646558271847185,6.727997603542625,8.628208344076324,10.658753271291348,8.10974909528441,9.594999213544087,5.944275362706655,9.361754191594839,7.202386437676335,9.58605247288687,8.690190915350037,13.523670135472372,10.216288248407553,5.708777495493888,7.6582687425652205,6.2424407112955755,8.886062301833721,4.388514407507383,11.092944011157044,2.904538565178267,7.762275570211693,13.788857198014721,17.115110358632567,18.66871939548404,5.021043679754992,5.857940834002649,9.634265327608995,9.742206450733441,6.579033804413102,2.704892829504823,7.5866550383403375,7.8079768719335725,6.630463586180733,4.884912504936305,10.837899772042949,2.112434280431241,5.480057036512197,6.661492406704776,24.02093241964895,7.13426432928829,16.636241834163297,5.07280504684428,5.969991627760509,4.33922474959444,17.04835721408785,27.930526383237822,8.697455554526206
