"","V1","V2","V3","V4","V5"
"1",178.541634877178,2470.25066288828,178.766320753931,190.195901671561,180.536202776121
"2",1531.24565408838,1472.36078593211,1292.26502160971,1322.81550040104,2270.56271116137
"3",2829.7933092082,781.813503612198,3046.79376912927,2913.92655414699,1966.14884582796
