"","X1.inf1","X2.inf1","X3.inf1","X4.inf1","X5.inf1","X6.inf1","X7.inf1","X8.inf1","X9.inf1","X10.inf1","X11.inf1","X12.inf1","X13.inf1","X14.inf1","X15.inf1","X16.inf1","X17.inf1","X18.inf1","X19.inf1","X20.inf1","X21.inf1","X22.inf1","X23.inf1","X24.inf1","X25.inf1","X26.inf1","X27.inf1","X28.inf1","X29.inf1","X30.inf1","X31.inf1","X32.inf1","X33.inf1","X34.inf1","X35.inf1","X36.inf1","X37.inf1","X38.inf1","X39.inf1","X40.inf1","X41.inf1","X42.inf1","X43.inf1","X44.inf1","X45.inf1","X46.inf1","X47.inf1","X48.inf1","X49.inf1","X50.inf1","X51.inf1","X52.inf1","X53.inf1","X54.inf1","X55.inf1","X56.inf1","X57.inf1","X58.inf1","X59.inf1","X60.inf1","X61.inf1","X62.inf1","X63.inf1","X64.inf1","X65.inf1","X66.inf1","X67.inf1","X68.inf1","X69.inf1","X70.inf1","X71.inf1","X72.inf1","X73.inf1","X74.inf1","X75.inf1","X76.inf1","X77.inf1","X78.inf1","X1.inf2","X2.inf2","X3.inf2","X4.inf2","X5.inf2","X6.inf2","X7.inf2","X8.inf2","X9.inf2","X10.inf2","X11.inf2","X12.inf2","X13.inf2","X14.inf2","X15.inf2","X16.inf2","X17.inf2","X18.inf2","X19.inf2","X20.inf2","X21.inf2","X22.inf2","X23.inf2","X24.inf2","X25.inf2","X26.inf2","X27.inf2","X28.inf2","X29.inf2","X30.inf2","X31.inf2","X32.inf2","X33.inf2","X34.inf2","X35.inf2","X36.inf2","X37.inf2","X38.inf2","X39.inf2","X40.inf2","X41.inf2","X42.inf2","X43.inf2","X44.inf2","X45.inf2","X46.inf2","X47.inf2","X48.inf2","X49.inf2","X50.inf2","X51.inf2","X52.inf2","X53.inf2","X54.inf2","X55.inf2","X56.inf2","X57.inf2","X58.inf2","X59.inf2","X60.inf2","X61.inf2","X62.inf2","X63.inf2","X64.inf2","X65.inf2","X66.inf2","X67.inf2","X68.inf2","X69.inf2","X70.inf2","X71.inf2","X72.inf2","X73.inf2","X74.inf2","X75.inf2","X76.inf2","X77.inf2","X78.inf2"
"1",0.5,0.557969977179791,20.0967592843392,12.2020660286327,25.6704574587677,34.0475198419281,98.8128942562699,43.9734423918613,24.5056943158308,71.1684731365305,109.023139795656,82.2054949769098,148.793778301598,34.9671338927418,103.283699783834,54.3744123646192,169.302666040177,117.681175854458,132.881354413889,251.359974753032,69.1853292868362,75.3025155385801,50.2664477930494,44.4896930920274,218.495850731599,44.1822096093188,75.5152651506732,56.0543341842741,21.9041675116957,16.0377970328917,11.434014241217,11.5230383827465,16.8595752882738,5.51101900685361,29.1694005003291,9.18736336063198,11.8324681213843,29.4267337771354,8.63240122067526,3.63011592431612,4.99106033509266,9.11059946127953,7.77624560461208,3.23391859887414,1.08015303045907,0.943599799629938,1.19910957196093,1.67920330134864,1.50790226708002,3.21079588502738,0.906432490528562,1.61145097527769,1.87982900595636,1.14335979742838,0.68934923152349,0.472822259263775,0.792815569884711,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.513900929582896,5.23067178716861,5.44274827208645,11.9927304280452,15.1500164422685,32.4714481764814,46.586944476786,30.931555614643,81.5103381409574,87.5616370798323,75.5644218131689,117.209496930772,34.6368256855842,67.8610144357515,72.0006960958445,97.2591223873257,120.630299152729,121.332389708691,177.449506602712,59.1467426616923,68.5221584313365,55.194994952732,64.8132574719289,123.196171398475,51.9050109609678,64.1289943752747,103.733658440856,29.6156233790227,28.1899409073366,24.3310813598922,21.6023894967725,29.5043311118512,18.4170223131998,37.0215384945943,15.153984235327,18.9943362054069,26.651194440209,18.4879947003196,9.85396092892373,10.9677035584497,20.5367781216874,14.9859964318616,8.26412924430332,4.02966765880682,2.90122551635565,2.63207269035672,3.72214332322439,3.11910289531413,5.36465911597869,2.51825328931535,3.05194106897194,2.5174842715128,2.22077242946934,1.17616455864629,1.09066514226488,1.43054532297779,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.5,0.843212801875989,6.21337096680178,34.3067165805103,39.2671788833469,30.0694570994153,55.0927073582522,39.105012188371,91.350399303274,82.6002558007333,94.6790096262953,106.379222563914,365.682817413204,111.649664014008,214.860383467826,90.2457935380059,111.625934765605,52.2108436069757,78.4800579084396,79.9917674416715,90.5959354637214,57.931532545766,157.000367198295,57.8760737996537,76.2618086758591,76.7557736243061,41.7340091959638,53.9946410733503,80.38661400215,40.590738733782,35.463817097143,19.4730317408639,12.9130273274923,7.96343206649145,14.9948702477849,3.70346404220386,8.65692595249916,40.9355793240528,2.60909649783166,6.85877459837117,1.53889222450302,2.21573727207229,3.44769337922865,2.32974084075618,1.6940243848256,1.49599938475134,1.92908343839807,1.48210136906345,2.16584433042611,1.74386507841541,0.584914909429919,0.799651763256453,0.996532993663648,1.78394784469739,1.05868511043875,0.896402218989752,0.819872180058256,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.57740971543925,2.33697268815951,8.37949719021697,15.0144755970701,11.8083242520688,26.6230489233675,27.0359684351201,52.6472695831582,66.8174750698535,81.8050424697375,67.1602036344732,103.006213023541,69.7764495114543,143.352842975543,63.1201491511857,129.87034508371,61.6381890492725,72.6540506330603,79.5002044372075,93.615930280996,69.7267474389562,121.221611684081,58.3909242332198,77.4027641115698,72.4342808518664,66.2861971014757,50.9921562837785,108.400278923086,41.1745630845351,44.7951731188605,33.1479229440368,25.6382844773466,13.7581625460679,24.865871950135,8.87570312455049,13.7346785252512,38.7156543395688,7.49299757421478,12.1661765568798,5.59798060378243,7.29836483123331,11.6645710345518,7.49347949770528,4.44497995271056,4.14185201551058,4.2459576800787,3.51293698001246,5.19404187256957,2.88375005505856,2.0562702317909,2.21706528359295,2.46605109788155,2.55114909276238,1.63622704174185,1.48281287895675,1.99181367197879,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.5,1.46047843993259,7.06594077502358,35.6503192877073,49.2866138531208,40.1351708659939,332.839363380681,119.102209375823,18.107770118851,45.4252632208289,109.153259835388,65.4599127008504,107.364184540829,71.96826050779,118.422634418233,108.238793137728,101.166694838899,266.270247069138,52.3815449011985,239.768274527144,155.781619955356,65.0523505174038,57.4832406348283,47.7704358219102,37.6079070475292,66.8341811776519,63.5523725200009,33.778531340235,22.0654688947259,13.2205333264098,31.3093066807642,28.2291840153333,9.4199220721896,4.17758157497424,6.46063451146775,4.52343007792648,10.4517511440393,7.09341476492537,13.7253034038102,2.9141813404851,8.08508833562524,10.3004624689936,3.31543891192648,1.78657450372654,4.24160221444448,2.10166808772029,2.1279993400978,1.29950264153293,2.54090860547253,2.30624537759497,1.21770941387889,1.12008565257176,0.24496510849578,0.556746808107884,0.354951973177624,0.62135171748913,0.380836066268023,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.696541685776303,2.68807551670492,12.8677911508428,18.2639227207076,21.2515965854803,100.23169506054,51.8768813990576,18.6742994175573,40.7388791211931,64.917079269038,55.3274215960792,69.9739694867814,71.7343007432806,90.3157648077217,93.2334500916172,99.4975601143695,143.633937223416,52.1372202339368,169.338374338752,147.357590968416,58.8744957467332,59.0643688169269,61.86325482292,53.414134994778,56.9023326188337,58.9329628093703,50.2408379572714,42.2826024848326,23.0401791467512,44.2928726728603,29.9081777235425,19.1781207203132,11.0766835722665,15.2131948816584,8.75208395758473,19.9818403642353,9.10989500377414,24.6561482621252,9.26658812946388,15.9881198812552,18.9022056011043,7.95305123990786,6.84008424177239,7.66152081954796,4.35174108508897,4.13474699995281,3.43293721896264,5.76965784616313,3.91586171038025,2.43860324140737,1.83624793047443,0.907620854050091,1.74086196769773,1.06259084894783,1.19648739046954,0.848048121421677,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.5,2.19693280183986,112.278438972133,47.8739903997377,114.559954915249,94.7512845212919,71.0497931163974,54.2851021526054,305.802877309716,33.7077139699343,176.313226309068,161.396426385168,143.820334165885,242.031750452687,183.961127589413,116.728248082648,155.621059334341,92.6378020416213,205.577530505111,158.576359551987,90.1173746688742,70.8196334166838,54.319429899551,38.2244860845421,69.9989058187971,199.935978793025,28.8166216585214,56.371570581412,35.5556711404783,57.1067757245529,21.0132904299363,11.5608386594157,22.5841339438628,10.2795447538187,6.52671247758391,5.72931526371428,10.1226509264237,5.30976388418042,5.31191686835464,6.19939634212774,1.88829254050344,4.61280649265858,4.55722295871339,4.62980601743795,1.77149437190654,1.76056883591823,1.27699673275556,0.776583184414676,4.37721006234676,9.14501723156256,1.06066463034891,1.17724319547065,0.292986988159744,0.572705246016009,0.262776017893554,0.695526146628854,0.737133958808607,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.819534552679745,16.659323366897,12.5170286715015,38.2074384864992,38.0582520422726,26.0544763076088,53.0918770582531,113.825333617334,27.2993108988261,110.897841503649,112.407223440489,85.7015135335744,157.731078563027,101.399797252008,97.3632591967154,109.725721054314,76.47885893975,131.829122212417,114.655020496762,87.6979143723051,74.2540702925736,61.8731552796548,46.3250459766592,69.5704119424458,96.0485467109775,28.1516462950498,76.9736201559258,43.2387620248181,69.3512359287089,38.5890913888213,27.7780625016489,29.6528707982962,17.170648432511,14.3918261744203,14.5181322719763,16.2154312503065,10.6634881591785,15.115010024299,13.3774371624003,5.64697642483226,10.9362894079939,12.3417874804459,11.1393784065359,3.30527977360149,3.81055411744303,3.4210741811235,2.31272666636384,6.98358784909987,8.90746595333424,2.0721121475798,2.74584869502423,0.921013391824584,1.49521545447764,0.871065088523888,1.29290194208141,1.18223219688697,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.5,2.77380217671833,3.1647472102376,46.9270737005656,23.3421834605949,110.002521696797,66.5984889491248,49.4210486936132,36.1485168701902,51.4308844620148,91.9253402116542,46.7363421489125,93.0717447363144,50.8900738103088,114.108695476329,112.901505811205,62.7309938634221,237.812269421156,175.449859671723,82.167493897182,71.9240299757462,45.103087814047,1045.31646436945,51.4981586628252,59.8583186930226,41.8427948169585,59.4622647214938,13.8883005584259,84.8978269246703,19.2767890249073,15.8498468843598,9.22624825000461,8.58855697342159,8.73080640993383,9.57105065235983,5.63143224383092,7.10697366649439,15.6181559338488,4.86040168247799,2.6666503842438,2.45008380294083,2.00573722972554,3.39332190699541,2.2861639696899,1.98614831037967,3.94006968226795,0.801247784322368,1.88355057091254,3.00769821933748,1.47786780274009,3.54676473125693,1.3696679566498,0.789043927218727,1.35958427262924,0.962220693786052,0.313691298202196,1.08930742334719,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.906788160709378,1.43641066147549,12.5635060599036,10.0508637909219,33.4888518519561,42.0717085301356,32.6533598561386,21.9075965835085,43.6030271466554,59.8183527791626,34.8931697749486,47.606198295171,44.5670960054482,60.3895383558735,90.4735648359838,56.2663330604346,180.953763395553,108.369552921841,76.926754023202,58.6686744676875,53.0280989864629,504.646976894983,52.4933204035999,61.4778051502687,52.2759018790942,61.8595640956756,28.9108584637179,74.8397425020069,38.2862073016483,19.951587995975,17.6342134990085,18.8777232537562,18.8825002590757,16.5325250335635,10.4075855109255,15.606086846534,18.3861892560134,14.9807268396875,8.97377940648685,6.9678719867868,5.30550522272108,11.6484691471875,5.93142476311862,4.98245552887265,5.62553266433947,2.63438887602944,3.84063831291437,5.90193390193707,3.61537382705817,5.07663613146911,2.58728272042558,1.48209915375478,1.49813816184481,1.41113120314364,0.805629842669768,1.30875660307271,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.5,2.01736300300395,30.808032177659,11.6837853268936,39.700550516207,64.2621077192086,132.592776174904,241.713624963718,74.0358317796183,107.188926509592,38.2969748055464,100.457347218474,74.3493591802242,31.6192677015577,157.297982466697,153.508653913327,273.179175735217,79.1685851957156,213.870456496846,119.979535572115,41.9460255195136,185.810449773626,41.2584078771916,91.5900147955483,44.0783861582583,141.919044934768,23.3549658886909,16.5222675470334,19.6943467385865,19.4387065482712,16.3799682730361,22.8130294015723,12.0794054090433,7.00605106857902,5.67648729859578,3.86396739806624,9.26509480900876,13.8872305009485,4.28760756183196,3.56910022034026,9.70005717979895,8.87915196843777,3.7776502539403,1.08968162878906,1.0451547757032,2.13046799567961,1.28157890072405,2.77429804940315,6.76143547081775,4.37087793780521,1.34807821511341,0.852105543441224,0.356345602031421,0.422028467813301,1.19581631959573,0.80238475972046,0.347810199372618,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.790932565594395,5.0140603661702,4.59286106991942,13.8345337256238,32.0699645273248,66.5642245204237,80.7259281390327,59.8471481675559,62.5406826883182,27.1471704683091,69.5431431139578,60.9766885023479,36.153721057771,131.439073981295,98.3304670165961,165.400800361169,65.7562857122831,183.610137751347,95.4000904962302,50.5337953102638,175.904239636555,50.2286131221879,61.9591588371482,46.864855209754,113.498201438175,28.522146848109,25.6440172514217,33.3433159316548,26.2688813783151,22.3958426727616,23.9639555003637,30.4281482043685,16.4478618875893,14.100794049968,10.2581532533538,16.5751526487407,23.5231928211067,7.91107841638528,10.8872127735731,17.4346549647541,19.0331507349309,11.9549060171283,3.07178791413632,4.25746291639611,4.78992310585589,3.32293687255115,5.13096216549843,8.90326426175697,6.95292074963711,2.5079269475458,2.05089497846897,1.02944634787163,1.31158205985538,1.96303738092538,1.26715204859008,0.818219758616896,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.5,2.44167778818221,14.0444928557527,85.4115021485023,12.5847296720366,89.9479769727734,329.722076175667,61.7498194212423,42.3763845266008,52.7206884262478,93.7282000594416,85.8117326155992,40.9497309691087,52.0281524402679,274.235229637309,76.8166336416312,68.1696670194632,120.056359925699,48.7238046287767,70.6168133785079,119.358508828705,198.862065708824,92.0307577872952,59.4028869159241,94.50965712972,51.2618287394275,64.553402061521,75.8042789089868,60.7186201798867,71.8311118964271,25.8335242058992,9.35129803052815,20.227608676622,19.8799357022245,6.45632948484023,3.79607170245874,11.8850804750944,16.9451096084472,4.37163864530492,7.731697714936,1.78163605704467,3.08473055422672,4.36848264518154,2.17708469945415,3.02824491395574,3.3980475179959,5.76254039594709,1.68354426957547,3.70064294768472,3.06965368452769,0.673941155418301,2.09406211194222,0.693465642340912,0.944671916720027,0.225685984991095,0.597469378122439,1.98655502647157,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.857350028473663,4.10032421380294,18.8754666525362,6.11435077108685,28.7576491722256,122.1738021361,28.5798707449898,24.2646880192185,44.0149427620209,73.576696105677,79.1081921299038,54.6617464090141,70.5473704472066,113.523562788259,73.5060986228736,76.3571160508558,105.015140285757,57.179675585594,99.9233345718744,106.101643597665,134.944236648669,107.128591490085,54.8967559918296,60.7565012322715,47.1327522344525,72.636363175017,66.9225803852875,72.3772333923331,75.3445023091837,33.1350589526657,17.2980327147353,31.5621149269243,29.985669467216,14.855698358731,9.77758119703539,17.6170175581974,23.481199025767,14.6065580564092,11.4628408834514,6.36755325314343,7.55295553390436,8.01408637270377,7.38208387891409,8.01417964593094,6.21431971939777,11.0816342783859,2.59470901060277,6.25099660608829,3.94800882279694,1.61053845429191,3.09998560563544,1.61080073798153,1.90401197287618,0.669301649911243,0.863104993274045,2.3414153239447,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.5,1.14243701192334,3.63644938365052,27.6069583568254,41.5292687190087,37.7120155986847,27.0494841905106,97.6109863796325,90.5898383752407,225.875513126846,58.3617049644267,135.880599875041,94.4972995130087,102.670193336594,54.342449245063,131.316034082407,115.402098164838,527.709989118397,33.6624611146494,39.0176125274041,111.133575777092,70.9815226178745,67.8035896784286,88.5137863374094,24.3775730914662,35.2156903951584,55.5724058682017,20.8230223123377,14.2759467901567,35.3763820971013,28.1897321239673,11.3570416447913,4.2598424767897,9.30900446636479,7.82178784358975,6.23697690162958,8.75742809851612,5.88983879707134,5.60237662178512,3.62073330860215,3.5564532487809,1.98758540816293,5.12483961685666,4.87701066594478,1.40029786625772,9.34451509781619,1.08127055446452,2.87302766162331,1.1339548196289,0.855157249939511,0.408552144497187,5.45414312008813,0.205589522815017,1.14695437597802,0.609777999025628,0.253963781509701,0.274313257344222,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.637604931052091,1.51496124899521,8.51776528436814,10.8703403491447,20.5996893999218,18.9548848614393,48.4065689522149,43.9742734982744,83.7376142633232,48.5277135596026,86.3201249035907,68.8965633754797,73.7743157104339,52.9464959957484,99.8882272778074,116.215761442859,314.398748348617,56.6157116269046,44.0576683190655,132.951539365393,96.0011951763376,49.9031654832152,80.6357494278398,42.0868434031091,42.2338655886891,64.5877980167759,32.3392949022027,23.3481068517602,43.6371129251518,42.635770392097,23.2006550672294,13.5226089939721,23.5257366820052,12.9842487362307,12.7554426924041,17.5984663820327,11.9564348276816,9.02847453660924,10.2993039371114,8.20625557573858,5.68377132454521,9.30339120311003,9.04961748798801,4.51687521955792,14.9929239678477,3.09876059487578,4.35385665015423,2.44639332367315,1.73667994249268,1.02635952904989,5.39405426950647,0.723214662012121,1.95554658857713,1.15514106553338,0.799033620270968,0.775418958440661,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.5,4.72203664289641,18.0070349466292,20.7127403890776,56.1559773310781,49.3688709952216,93.0892953985942,52.1222324991673,149.998245427238,53.5399778851009,64.9180604535052,59.917466514717,146.85055862344,110.89068449134,382.226924041691,120.036399143142,213.655470117262,179.512181862999,107.578893214761,152.035654532008,121.864912703556,168.085643780014,52.2524918970537,308.769429283095,36.1274720305167,67.8165960388335,30.6502658084565,28.0668827675948,41.1619470389579,25.991460831363,8.50468640780751,11.653876767142,7.64695041252684,10.7658721598685,6.03244211584274,3.34258063004352,16.755216095348,12.8904283544775,4.68146932966997,6.91900731033,3.93328100628105,1.50807883807498,4.42376460591383,3.4648441167959,1.42364292944774,1.87966709001838,3.06299919853105,2.1482534652411,2.7325789777825,1.97909593630578,0.955239535744631,2.05841968435279,1.05064809440068,0.282374876717575,0.372988014271739,0.194634134526826,0.45894854702129,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.16615837259475,5.18352191030368,7.67559682695676,21.9120423803745,24.3067405556445,46.3777430594831,26.9557285700364,66.3710419494073,48.0640954461806,61.1233791821209,53.8931544423294,92.7410667066845,96.973114563974,214.414979082738,83.4632495064578,175.801296760841,111.426219387436,98.0357378300722,111.599554417916,70.3174510503338,174.014701902134,70.6082666675992,149.154519527539,43.2768420358283,57.7295070983746,40.9410081767861,34.6118391164629,43.990714950496,34.5198504337915,15.2141958525638,21.6387765298968,16.7463518092352,16.0219313509033,14.5642783654619,7.87961840616712,19.8283104512498,26.8210550639988,14.9309835650552,11.8554348185322,11.5721662927509,4.70255683512937,12.3016202749797,8.45807921660989,4.65851053045397,4.57742339446831,4.84513003949296,4.01672408215943,5.65113973144297,3.16530533409082,2.43939779952452,4.1460266936721,2.14194135254007,0.791715538504344,0.756271956497968,0.415931978499261,0.759696071598304,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.5,2.14338176875042,5.71201190466964,28.5288443427804,49.3007777840328,19.6675841635284,109.210148033033,110.136185722996,65.0683327426745,76.7370115257871,64.5983148824683,112.203051589256,149.904254607181,99.7397796705075,44.4830886989891,71.7592688554474,97.0022815126992,128.26784146893,88.2236821565621,44.5434352393363,102.964938767913,76.8619441511164,58.7266818176764,75.0380860788508,53.0358036677103,61.4910531210811,40.074832349311,41.2871518750991,42.6638447280096,21.1901614757193,13.1413748373152,6.91814741137804,6.70419309173357,5.24829410281536,6.63651355727386,7.19040814538397,40.0543994146845,9.44575712705407,16.216291901423,6.12519456975552,14.1403999772389,4.54376833105294,3.91520096858458,1.78583172616219,1.5765271132288,2.17927390488376,1.13155006156271,2.70397795924093,2.34150659127047,2.16133009953305,3.38107898398879,1.02185738887448,0.5853422615913,6.1497698452666,1.03084347468427,0.391063167808963,0.377139241850887,0.211954738243077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.811085223697206,2.3813977044132,14.1459486115722,14.5614151446363,9.74472408602636,55.1916425455838,41.0552006095078,34.1881175766451,56.8115358259059,57.5295775689875,71.0312404976317,60.2008821674885,89.2247829857856,60.2714640731288,64.8129815385465,62.4123623258744,90.9409288676246,96.2034901424467,59.3527849196143,98.0297010944604,67.044522030896,73.468691961645,80.0982753749547,61.2607936872684,68.3542319783075,48.834113722984,48.3350424615907,46.9384442196488,35.8008528269552,24.6744347838252,21.1440700310929,12.5846207928856,13.2016528790244,12.6532712732509,11.0855028837793,36.8124714159264,18.6059670239615,22.0990716141658,7.38587797258823,17.2753155632735,11.3427877233237,12.070236970434,6.8398634619168,4.74248710568647,3.79876195944399,3.24877519309619,4.12940194299204,5.41708996320986,3.24982628029359,3.91558503845761,2.11382156542693,1.14004621572977,5.38233859628257,1.79347597310551,0.830937879804288,0.819394404459666,0.504415153703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
