param1,param2,param3,lik
0.006,0.65,0.15000000000000002,-Inf
0.006,0.65,0.2,-Inf
0.006,0.65,0.25,-378.1497688740988
0.006,0.65,0.30000000000000004,-323.43908309262673
0.006,0.65,0.35,-403.5233088709874
0.006,0.65,0.4,-206.31262875922653
0.006,0.65,0.45000000000000007,-230.67888550414324
0.006,0.65,0.5,-250.50162966446385
0.006,0.65,0.55,-Inf
0.006,0.65,0.6,-217.67917327169351
0.006,0.7,0.1,-Inf
0.006,0.7,0.15000000000000002,-1372.3285023557314
0.006,0.7,0.2,-542.3825987338007
0.006,0.7,0.25,-406.7579993783734
0.006,0.7,0.30000000000000004,-315.64208376719404
0.006,0.7,0.35,-207.76634481129014
0.006,0.7,0.4,-337.247350221939
0.006,0.7,0.45000000000000007,-297.2839439476006
0.006,0.7,0.5,-241.7792526212727
0.006,0.7,0.55,-186.56357197863622
0.006,0.7,0.6,-198.75378238732304
0.006,0.75,0.1,-Inf
0.006,0.75,0.15000000000000002,-1079.683249932972
0.006,0.75,0.2,-590.1014880387715
0.006,0.75,0.25,-556.3438078577315
0.006,0.75,0.30000000000000004,-Inf
0.006,0.75,0.35,-425.81430324930227
0.006,0.75,0.4,-317.428778815119
0.006,0.75,0.45000000000000007,-310.38293096360644
0.006,0.75,0.5,-206.59093158861418
0.006,0.75,0.55,-174.70948175351623
0.006,0.75,0.6,-184.4300813473523
0.006,0.8,0.1,-1540.794708203217
0.006,0.8,0.15000000000000002,-1035.1593015964845
0.006,0.8,0.2,-801.4494404746645
0.006,0.8,0.25,-533.0022729404244
0.006,0.8,0.30000000000000004,-408.09677852503756
0.006,0.8,0.35,-343.9023740333795
0.006,0.8,0.4,-244.6549751769063
0.006,0.8,0.45000000000000007,-189.04829399138328
0.006,0.8,0.5,-229.99120525315828
0.006,0.8,0.55,-221.54838487483738
0.006,0.8,0.6,-199.96805436906135
0.006,0.8500000000000001,0.1,-Inf
0.006,0.8500000000000001,0.15000000000000002,-995.8179443023112
0.006,0.8500000000000001,0.2,-696.6736385623344
0.006,0.8500000000000001,0.25,-550.5079159121782
0.006,0.8500000000000001,0.30000000000000004,-335.8648141200301
0.006,0.8500000000000001,0.35,-219.26633816550566
0.006,0.8500000000000001,0.4,-212.58024936735245
0.006,0.8500000000000001,0.45000000000000007,-264.3552513663059
0.006,0.8500000000000001,0.5,-194.81400302360004
0.006,0.8500000000000001,0.55,-197.71806211501172
0.006,0.8500000000000001,0.6,-184.89878100471623
0.006,0.9,0.1,-Inf
0.006,0.9,0.15000000000000002,-1113.2171316275972
0.006,0.9,0.2,-668.654170709488
0.006,0.9,0.25,-357.07336939043967
0.006,0.9,0.30000000000000004,-420.7993293075429
0.006,0.9,0.35,-348.95431163247895
0.006,0.9,0.4,-251.58064591222956
0.006,0.9,0.45000000000000007,-313.3760453795261
0.006,0.9,0.5,-230.54140211531137
0.006,0.9,0.55,-209.10148746591568
0.006,0.9,0.6,-Inf
0.006,0.95,0.1,-Inf
0.006,0.95,0.15000000000000002,-Inf
0.006,0.95,0.2,-Inf
0.006,0.95,0.25,-451.2035185150208
0.006,0.95,0.30000000000000004,-358.7528824373138
0.006,0.95,0.35,-345.1506420450337
0.006,0.95,0.4,-311.13602560874267
0.006,0.95,0.45000000000000007,-212.92786558940696
0.006,0.95,0.5,-210.42820436726237
0.006,0.95,0.55,-185.20761487084178
0.006,0.95,0.6,-177.29669362728004
0.006,1,0.1,-1477.140598384494
0.006,1,0.15000000000000002,-Inf
0.006,1,0.2,-826.6481725518593
0.006,1,0.25,-430.7375498031331
0.006,1,0.30000000000000004,-261.9642834953359
0.006,1,0.35,-Inf
0.006,1,0.4,-313.92994848963224
0.006,1,0.45000000000000007,-208.17509837179034
0.006,1,0.5,-209.6361979233978
0.006,1,0.55,-179.18715979019635
0.006,1,0.6,-205.52280757326525
0.007,0.5,0.1,-Inf
0.007,0.5,0.15000000000000002,-953.9360549534597
0.007,0.5,0.2,-930.5678312946449
0.007,0.5,0.25,-585.4458226113009
0.007,0.5,0.30000000000000004,-347.4703164404625
0.007,0.5,0.35,-358.2939106802256
0.007,0.5,0.4,-287.278493602892
0.007,0.5,0.45000000000000007,-277.7819713935984
0.007,0.5,0.5,-205.17765323727565
0.007,0.5,0.55,-184.4685608848913
0.007,0.5,0.6,-184.50041414333197
0.007,0.55,0.1,-Inf
0.007,0.55,0.15000000000000002,-Inf
0.007,0.55,0.2,-563.3364821647091
0.007,0.55,0.25,-324.274124976924
0.007,0.55,0.30000000000000004,-422.2660184938303
0.007,0.55,0.35,-292.9526958636486
0.007,0.55,0.4,-362.80678305099775
0.007,0.55,0.45000000000000007,-223.88397429724165
0.007,0.55,0.5,-248.37823207847532
0.007,0.55,0.55,-181.65196553950608
0.007,0.55,0.6,-177.66647965199547
0.007,0.6,0.1,-1402.1751526801595
0.007,0.6,0.15000000000000002,-940.5926762865287
0.007,0.6,0.2,-Inf
0.007,0.6,0.25,-496.9633934571208
0.007,0.6,0.30000000000000004,-375.1850210162848
0.007,0.6,0.35,-295.7044484868371
0.007,0.6,0.4,-343.6924745418436
0.007,0.6,0.45000000000000007,-Inf
0.007,0.6,0.5,-272.644312964209
0.007,0.6,0.55,-270.8825505225323
0.007,0.6,0.6,-175.90243346081854
0.007,0.65,0.1,-Inf
0.007,0.65,0.15000000000000002,-911.235308223502
0.007,0.65,0.2,-790.1090935434106
0.007,0.65,0.25,-Inf
0.007,0.65,0.30000000000000004,-395.9110019982208
0.007,0.65,0.35,-336.68038520539517
0.007,0.65,0.4,-235.61300114970095
0.007,0.65,0.45000000000000007,-235.3803964340268
0.007,0.65,0.5,-231.4365716694723
0.007,0.65,0.55,-183.5981603660565
0.007,0.65,0.6,-269.5749146141726
0.007,0.7,0.1,-1767.3385352777498
0.007,0.7,0.15000000000000002,-1290.8376478278715
0.007,0.7,0.2,-753.3371570841748
0.007,0.7,0.25,-560.7516362438282
0.007,0.7,0.30000000000000004,-339.34151524375034
0.007,0.7,0.35,-269.76517674105247
0.007,0.7,0.4,-212.56141110630597
0.007,0.7,0.45000000000000007,-234.7896359845097
0.007,0.7,0.5,-177.04769715631267
0.007,0.7,0.55,-257.90403822076803
0.007,0.7,0.6,-178.4679791960964
0.007,0.75,0.1,-1536.7403790373214
0.007,0.75,0.15000000000000002,-958.9030739786518
0.007,0.75,0.2,-779.248735650182
0.007,0.75,0.25,-587.2265362496463
0.007,0.75,0.30000000000000004,-453.7824964455456
0.007,0.75,0.35,-260.27336968856224
0.007,0.75,0.4,-237.16902364712286
0.007,0.75,0.45000000000000007,-196.70177839692673
0.007,0.75,0.5,-191.45728725064401
0.007,0.75,0.55,-205.5649654079735
0.007,0.75,0.6,-182.3106007702707
0.007,0.8,0.1,-3256.7222317201586
0.007,0.8,0.15000000000000002,-923.9140712652513
0.007,0.8,0.2,-821.6113181081774
0.007,0.8,0.25,-545.191044588801
0.007,0.8,0.30000000000000004,-Inf
0.007,0.8,0.35,-325.8973486468749
0.007,0.8,0.4,-257.638904436017
0.007,0.8,0.45000000000000007,-246.2324188081397
0.007,0.8,0.5,-227.1368585426411
0.007,0.8,0.55,-283.1322756289054
0.007,0.8,0.6,-176.13075236779156
0.007,0.8500000000000001,0.1,-1508.7903700498505
0.007,0.8500000000000001,0.15000000000000002,-Inf
0.007,0.8500000000000001,0.2,-546.795821903816
0.007,0.8500000000000001,0.25,-405.1357086515127
0.007,0.8500000000000001,0.30000000000000004,-Inf
0.007,0.8500000000000001,0.35,-365.2698994288097
0.007,0.8500000000000001,0.4,-323.679697796415
0.007,0.8500000000000001,0.45000000000000007,-239.2466038278386
0.007,0.8500000000000001,0.5,-185.44667677573295
0.007,0.8500000000000001,0.55,-199.54568394191767
0.007,0.8500000000000001,0.6,-192.0292710622353
0.007,0.9,0.1,-Inf
0.007,0.9,0.15000000000000002,-Inf
0.007,0.9,0.2,-718.0743021860142
0.007,0.9,0.25,-429.12153422312826
0.007,0.9,0.30000000000000004,-492.9689746984261
0.007,0.9,0.35,-510.8593136521326
0.007,0.9,0.4,-227.7344986849768
0.007,0.9,0.45000000000000007,-224.9118042177621
0.007,0.9,0.5,-252.39289759603088
0.007,0.9,0.55,-189.21941413171362
0.007,0.9,0.6,-184.28684031836264
0.007,0.95,0.1,-1178.2884883001714
0.007,0.95,0.15000000000000002,-Inf
0.007,0.95,0.2,-573.6991298401028
0.007,0.95,0.25,-467.14389240591
0.007,0.95,0.30000000000000004,-Inf
0.007,0.95,0.35,-306.37412045369763
0.007,0.95,0.4,-321.1822166613427
0.007,0.95,0.45000000000000007,-229.31094575352705
0.007,0.95,0.5,-195.69825177162443
0.007,0.95,0.55,-183.63812162527478
0.007,0.95,0.6,-173.83643204420804
0.007,1,0.1,-1367.425974471495
0.007,1,0.15000000000000002,-896.1401311727764
0.007,1,0.2,-720.3818664363423
0.007,1,0.25,-550.6798241077156
0.007,1,0.30000000000000004,-486.81815302506084
0.007,1,0.35,-331.41600751993974
0.007,1,0.4,-289.2574426046851
0.007,1,0.45000000000000007,-233.3630252545658
0.007,1,0.5,-196.64857387113926
0.007,1,0.55,-177.97242265442645
0.007,1,0.6,-183.21374330068176
0.008,0.5,0.1,-Inf
0.008,0.5,0.15000000000000002,-1242.6386770006357
0.008,0.5,0.2,-631.8997433021625
0.008,0.5,0.25,-495.38728188978547
0.008,0.5,0.30000000000000004,-374.09566448962994
0.008,0.5,0.35,-Inf
0.008,0.5,0.4,-302.55958166578444
0.008,0.5,0.45000000000000007,-233.12862305684405
0.008,0.5,0.5,-235.62400325698138
0.008,0.5,0.55,-285.2444315928132
0.008,0.5,0.6,-185.961129740846
0.008,0.55,0.1,-Inf
0.008,0.55,0.15000000000000002,-Inf
0.008,0.55,0.2,-813.7902331347989
0.008,0.55,0.25,-494.67598904613527
0.008,0.55,0.30000000000000004,-458.0663612186986
0.008,0.55,0.35,-258.1243635315353
0.008,0.55,0.4,-Inf
0.008,0.55,0.45000000000000007,-216.28865074975113
0.008,0.55,0.5,-267.8811668566517
0.008,0.55,0.55,-Inf
0.008,0.55,0.6,-214.24928636178157
0.008,0.6,0.1,-1618.5588932887938
0.008,0.6,0.15000000000000002,-904.870083187587
0.008,0.6,0.2,-659.3587382019632
0.008,0.6,0.25,-554.1234721816955
0.008,0.6,0.30000000000000004,-408.79367067219243
0.008,0.6,0.35,-357.5913479163907
0.008,0.6,0.4,-271.06137529672856
0.008,0.6,0.45000000000000007,-283.35817594703707
0.008,0.6,0.5,-191.30854954550858
0.008,0.6,0.55,-175.13554005040692
0.008,0.6,0.6,-178.96105263287677
0.008,0.65,0.1,-1944.9358756902113
0.008,0.65,0.15000000000000002,-1239.7394598268907
0.008,0.65,0.2,-671.3444539012584
0.008,0.65,0.25,-376.9387884217118
0.008,0.65,0.30000000000000004,-478.0922750301041
0.008,0.65,0.35,-228.83448280257153
0.008,0.65,0.4,-317.8639021079211
0.008,0.65,0.45000000000000007,-294.3859902491762
0.008,0.65,0.5,-215.45664823848438
0.008,0.65,0.55,-191.3310969470616
0.008,0.65,0.6,-190.1847164713734
0.008,0.7,0.1,-Inf
0.008,0.7,0.15000000000000002,-Inf
0.008,0.7,0.2,-667.7029822269252
0.008,0.7,0.25,-412.2702418327267
0.008,0.7,0.30000000000000004,-434.6374245964266
0.008,0.7,0.35,-413.3574560574174
0.008,0.7,0.4,-218.71427439879852
0.008,0.7,0.45000000000000007,-282.207040133638
0.008,0.7,0.5,-225.34076422358982
0.008,0.7,0.55,-209.710076727208
0.008,0.7,0.6,-178.6154324142882
0.008,0.75,0.1,-Inf
0.008,0.75,0.15000000000000002,-Inf
0.008,0.75,0.2,-632.7836560090051
0.008,0.75,0.25,-563.1725865769762
0.008,0.75,0.30000000000000004,-296.4575317435704
0.008,0.75,0.35,-334.11594660543363
0.008,0.75,0.4,-252.91049235768423
0.008,0.75,0.45000000000000007,-267.71898218265426
0.008,0.75,0.5,-213.1718868238076
0.008,0.75,0.55,-176.79900874117902
0.008,0.75,0.6,-178.99114672930858
0.008,0.8,0.1,-Inf
0.008,0.8,0.15000000000000002,-962.6746845057464
0.008,0.8,0.2,-658.4978431841998
0.008,0.8,0.25,-420.93807784812026
0.008,0.8,0.30000000000000004,-327.2795796986372
0.008,0.8,0.35,-384.23039405364136
0.008,0.8,0.4,-314.36031697818424
0.008,0.8,0.45000000000000007,-Inf
0.008,0.8,0.5,-260.599967508499
0.008,0.8,0.55,-195.16256735158987
0.008,0.8,0.6,-201.98085739704942
0.008,0.8500000000000001,0.1,-Inf
0.008,0.8500000000000001,0.15000000000000002,-706.0056291619503
0.008,0.8500000000000001,0.2,-582.8228636720863
0.008,0.8500000000000001,0.25,-489.5236941022873
0.008,0.8500000000000001,0.30000000000000004,-539.1292830699847
0.008,0.8500000000000001,0.35,-249.83919695536343
0.008,0.8500000000000001,0.4,-219.55393325970687
0.008,0.8500000000000001,0.45000000000000007,-Inf
0.008,0.8500000000000001,0.5,-181.2998469623554
0.008,0.8500000000000001,0.55,-180.43069344966165
0.008,0.8500000000000001,0.6,-228.73111603780296
0.008,0.9,0.1,-Inf
0.008,0.9,0.15000000000000002,-Inf
0.008,0.9,0.2,-602.8238897472698
0.008,0.9,0.25,-Inf
0.008,0.9,0.30000000000000004,-349.81312393467806
0.008,0.9,0.35,-333.35984035082254
0.008,0.9,0.4,-258.41552889227967
0.008,0.9,0.45000000000000007,-269.42358180356416
0.008,0.9,0.5,-197.07022934125445
0.008,0.9,0.55,-277.7527244144071
0.008,0.9,0.6,-182.391996626158
0.008,0.95,0.1,-Inf
0.008,0.95,0.15000000000000002,-Inf
0.008,0.95,0.2,-677.3715245317821
0.008,0.95,0.25,-421.7602817486124
0.008,0.95,0.30000000000000004,-344.88133757334026
0.008,0.95,0.35,-338.15990253435155
0.008,0.95,0.4,-Inf
0.008,0.95,0.45000000000000007,-309.32252348132727
0.008,0.95,0.5,-222.39390016167994
0.008,0.95,0.55,-185.50590354938157
0.008,0.95,0.6,-182.10666433943646
0.008,1,0.1,-1456.1330650705513
0.008,1,0.15000000000000002,-924.556337774859
0.008,1,0.2,-725.9005192149591
0.008,1,0.25,-532.8787002227663
0.008,1,0.30000000000000004,-334.57784537187814
0.008,1,0.35,-205.3106745732452
0.008,1,0.4,-265.71778938989166
0.008,1,0.45000000000000007,-207.56146629321182
0.008,1,0.5,-274.2925179515019
0.008,1,0.55,-183.1804440557549
0.008,1,0.6,-194.8079374335059
0.009000000000000001,0.5,0.1,-1088.9910078217895
0.009000000000000001,0.5,0.15000000000000002,-1214.4803521232875
0.009000000000000001,0.5,0.2,-856.5766776730134
0.009000000000000001,0.5,0.25,-471.53337920030197
0.009000000000000001,0.5,0.30000000000000004,-361.05908098792986
0.009000000000000001,0.5,0.35,-401.58191830624685
0.009000000000000001,0.5,0.4,-Inf
0.009000000000000001,0.5,0.45000000000000007,-209.47235011910766
0.009000000000000001,0.5,0.5,-254.8405043788847
0.009000000000000001,0.5,0.55,-229.40547664613382
0.009000000000000001,0.5,0.6,-195.2752007303081
0.009000000000000001,0.55,0.1,-Inf
0.009000000000000001,0.55,0.15000000000000002,-562.2657589344258
0.009000000000000001,0.55,0.2,-649.5935365862822
0.009000000000000001,0.55,0.25,-507.94352766745635
0.009000000000000001,0.55,0.30000000000000004,-350.8420211860189
0.009000000000000001,0.55,0.35,-281.92654466576244
0.009000000000000001,0.55,0.4,-226.13140872163063
0.009000000000000001,0.55,0.45000000000000007,-299.75864946268666
0.009000000000000001,0.55,0.5,-179.61864026684452
0.009000000000000001,0.55,0.55,-202.45624834918345
0.009000000000000001,0.55,0.6,-177.26045117045902
0.009000000000000001,0.6,0.1,-1967.4175814920989
0.009000000000000001,0.6,0.15000000000000002,-716.6077426412143
0.009000000000000001,0.6,0.2,-556.2165326180238
0.009000000000000001,0.6,0.25,-481.37065751529303
0.009000000000000001,0.6,0.30000000000000004,-391.85215400358976
0.009000000000000001,0.6,0.35,-262.5275145878819
0.009000000000000001,0.6,0.4,-263.5219560421672
0.009000000000000001,0.6,0.45000000000000007,-318.37274523419126
0.009000000000000001,0.6,0.5,-182.89945704104554
0.009000000000000001,0.6,0.55,-215.48428885304918
0.009000000000000001,0.6,0.6,-188.0984764077819
0.009000000000000001,0.65,0.1,-Inf
0.009000000000000001,0.65,0.15000000000000002,-991.727297734202
0.009000000000000001,0.65,0.2,-739.1730922260856
0.009000000000000001,0.65,0.25,-479.93690124167136
0.009000000000000001,0.65,0.30000000000000004,-402.1842418185073
0.009000000000000001,0.65,0.35,-342.7545643195489
0.009000000000000001,0.65,0.4,-310.3867115976262
0.009000000000000001,0.65,0.45000000000000007,-219.9563505298362
0.009000000000000001,0.65,0.5,-285.0016683872308
0.009000000000000001,0.65,0.55,-202.96625082289717
0.009000000000000001,0.65,0.6,-196.5281511768054
0.009000000000000001,0.7,0.1,-Inf
0.009000000000000001,0.7,0.15000000000000002,-888.2465395575389
0.009000000000000001,0.7,0.2,-695.9251269133032
0.009000000000000001,0.7,0.25,-544.5661829654634
0.009000000000000001,0.7,0.30000000000000004,-343.8541370416467
0.009000000000000001,0.7,0.35,-272.0519654379127
0.009000000000000001,0.7,0.4,-257.97532905060416
0.009000000000000001,0.7,0.45000000000000007,-222.27279617329418
0.009000000000000001,0.7,0.5,-290.0440369623162
0.009000000000000001,0.7,0.55,-251.71469301141877
0.009000000000000001,0.7,0.6,-188.97254673724711
0.009000000000000001,0.75,0.1,-Inf
0.009000000000000001,0.75,0.15000000000000002,-Inf
0.009000000000000001,0.75,0.2,-756.5068314214709
0.009000000000000001,0.75,0.25,-485.8003301472099
0.009000000000000001,0.75,0.30000000000000004,-306.62843348236277
0.009000000000000001,0.75,0.35,-257.60928914704857
0.009000000000000001,0.75,0.4,-256.35692301178443
0.009000000000000001,0.75,0.45000000000000007,-286.28495951563434
0.009000000000000001,0.75,0.5,-213.4919368344482
0.009000000000000001,0.75,0.55,-278.1257486600095
0.009000000000000001,0.75,0.6,-289.22322623211437
0.009000000000000001,0.8,0.1,-Inf
0.009000000000000001,0.8,0.15000000000000002,-Inf
0.009000000000000001,0.8,0.2,-746.8945780561551
0.009000000000000001,0.8,0.25,-597.9651358923692
0.009000000000000001,0.8,0.30000000000000004,-401.3584838258372
0.009000000000000001,0.8,0.35,-331.36680881648084
0.009000000000000001,0.8,0.4,-243.2562974502909
0.009000000000000001,0.8,0.45000000000000007,-302.03642433332567
0.009000000000000001,0.8,0.5,-275.34511861164594
0.009000000000000001,0.8,0.55,-195.12776384736782
0.009000000000000001,0.8,0.6,-180.99521539763361
0.009000000000000001,0.8500000000000001,0.1,-1450.7947418148117
0.009000000000000001,0.8500000000000001,0.15000000000000002,-Inf
0.009000000000000001,0.8500000000000001,0.2,-983.7148994769045
0.009000000000000001,0.8500000000000001,0.25,-484.8701923996048
0.009000000000000001,0.8500000000000001,0.30000000000000004,-338.18587611676395
0.009000000000000001,0.8500000000000001,0.35,-263.77512109510457
0.009000000000000001,0.8500000000000001,0.4,-251.66463442991875
0.009000000000000001,0.8500000000000001,0.45000000000000007,-195.22198517709074
0.009000000000000001,0.8500000000000001,0.5,-315.58105001671413
0.009000000000000001,0.8500000000000001,0.55,-196.3123261074436
0.009000000000000001,0.8500000000000001,0.6,-184.38896922327524
0.009000000000000001,0.9,0.1,-1297.0573264757293
0.009000000000000001,0.9,0.15000000000000002,-1060.6570814179568
0.009000000000000001,0.9,0.2,-805.6694019969092
0.009000000000000001,0.9,0.25,-504.24483134606544
0.009000000000000001,0.9,0.30000000000000004,-358.13418728191266
0.009000000000000001,0.9,0.35,-264.4611516578936
0.009000000000000001,0.9,0.4,-245.87408916566432
0.009000000000000001,0.9,0.45000000000000007,-230.21214424474135
0.009000000000000001,0.9,0.5,-178.9209805514352
0.009000000000000001,0.9,0.55,-220.52636306308898
0.009000000000000001,0.9,0.6,-222.2662798014768
0.009000000000000001,0.95,0.1,-1382.1824252151405
0.009000000000000001,0.95,0.15000000000000002,-848.3299488031644
0.009000000000000001,0.95,0.2,-488.51687933124344
0.009000000000000001,0.95,0.25,-422.42044188266317
0.009000000000000001,0.95,0.30000000000000004,-Inf
0.009000000000000001,0.95,0.35,-409.80192543351814
0.009000000000000001,0.95,0.4,-222.27816955369434
0.009000000000000001,0.95,0.45000000000000007,-208.58195397534683
0.009000000000000001,0.95,0.5,-180.07723024463456
0.009000000000000001,0.95,0.55,-177.1748888061909
0.009000000000000001,0.95,0.6,-202.74746773614703
0.009000000000000001,1,0.1,-Inf
0.009000000000000001,1,0.15000000000000002,-Inf
0.009000000000000001,1,0.2,-599.5260913402477
0.009000000000000001,1,0.25,-Inf
0.009000000000000001,1,0.30000000000000004,-417.16019339037473
0.009000000000000001,1,0.35,-345.34305774981453
0.009000000000000001,1,0.4,-Inf
0.009000000000000001,1,0.45000000000000007,-258.36695503199013
0.009000000000000001,1,0.5,-197.66856071198578
0.009000000000000001,1,0.55,-175.69981232888796
0.009000000000000001,1,0.6,-189.0765574831541
0.010000000000000002,0.5,0.1,-1841.8437731933325
0.010000000000000002,0.5,0.15000000000000002,-1132.673407418402
0.010000000000000002,0.5,0.2,-508.1592209774241
0.010000000000000002,0.5,0.25,-589.3490697276482
0.010000000000000002,0.5,0.30000000000000004,-373.289407298249
0.010000000000000002,0.5,0.35,-328.2010505514047
0.010000000000000002,0.5,0.4,-226.45850013026904
0.010000000000000002,0.5,0.45000000000000007,-221.11718831474394
0.010000000000000002,0.5,0.5,-290.5529487738587
0.010000000000000002,0.5,0.55,-171.0626148250886
0.010000000000000002,0.5,0.6,-303.26587364342083
0.010000000000000002,0.55,0.1,-1898.709434295289
0.010000000000000002,0.55,0.15000000000000002,-Inf
0.010000000000000002,0.55,0.2,-Inf
0.010000000000000002,0.55,0.25,-482.73958752841486
0.010000000000000002,0.55,0.30000000000000004,-614.8515490835551
0.010000000000000002,0.55,0.35,-333.72218262467806
0.010000000000000002,0.55,0.4,-293.93585314618656
0.010000000000000002,0.55,0.45000000000000007,-277.64398036289344
0.010000000000000002,0.55,0.5,-241.92058796221227
0.010000000000000002,0.55,0.55,-179.1097135933352
0.010000000000000002,0.55,0.6,-189.14541394238387
0.010000000000000002,0.6,0.1,-1535.8980426846197
0.010000000000000002,0.6,0.15000000000000002,-683.4591902388582
0.010000000000000002,0.6,0.2,-739.0783306625052
0.010000000000000002,0.6,0.25,-615.8220832966922
0.010000000000000002,0.6,0.30000000000000004,-375.44943728233227
0.010000000000000002,0.6,0.35,-333.34051572548435
0.010000000000000002,0.6,0.4,-266.17630728116745
0.010000000000000002,0.6,0.45000000000000007,-Inf
0.010000000000000002,0.6,0.5,-242.99798321691884
0.010000000000000002,0.6,0.55,-178.45193008586824
0.010000000000000002,0.6,0.6,-176.80336584317325
0.010000000000000002,0.65,0.1,-1378.30837239544
0.010000000000000002,0.65,0.15000000000000002,-1105.5501196462722
0.010000000000000002,0.65,0.2,-565.8887668288855
0.010000000000000002,0.65,0.25,-448.36584730029534
0.010000000000000002,0.65,0.30000000000000004,-323.3197243214332
0.010000000000000002,0.65,0.35,-224.22850823708967
0.010000000000000002,0.65,0.4,-251.89600422460427
0.010000000000000002,0.65,0.45000000000000007,-370.3675470737636
0.010000000000000002,0.65,0.5,-182.69882105045468
0.010000000000000002,0.65,0.55,-187.86103996029988
0.010000000000000002,0.65,0.6,-184.34164619606645
0.010000000000000002,0.7,0.1,-1351.4606204786255
0.010000000000000002,0.7,0.15000000000000002,-869.2248905112347
0.010000000000000002,0.7,0.2,-957.3213075867203
0.010000000000000002,0.7,0.25,-Inf
0.010000000000000002,0.7,0.30000000000000004,-340.90652041800126
0.010000000000000002,0.7,0.35,-333.7160137007751
0.010000000000000002,0.7,0.4,-235.18794901409393
0.010000000000000002,0.7,0.45000000000000007,-192.60653791515904
0.010000000000000002,0.7,0.5,-179.19118155990105
0.010000000000000002,0.7,0.55,-178.8832737081063
0.010000000000000002,0.7,0.6,-291.41323905032704
0.010000000000000002,0.75,0.1,-Inf
0.010000000000000002,0.75,0.15000000000000002,-1296.630309444709
0.010000000000000002,0.75,0.2,-726.0997500500887
0.010000000000000002,0.75,0.25,-467.74803823615076
0.010000000000000002,0.75,0.30000000000000004,-416.29973104671024
0.010000000000000002,0.75,0.35,-294.406601955622
0.010000000000000002,0.75,0.4,-295.31540086516475
0.010000000000000002,0.75,0.45000000000000007,-215.39967904799454
0.010000000000000002,0.75,0.5,-207.970743749004
0.010000000000000002,0.75,0.55,-203.6322872749776
0.010000000000000002,0.75,0.6,-181.19409587322912
0.010000000000000002,0.8,0.1,-Inf
0.010000000000000002,0.8,0.15000000000000002,-861.1114031017737
0.010000000000000002,0.8,0.2,-760.1606154882027
0.010000000000000002,0.8,0.25,-524.3029955484104
0.010000000000000002,0.8,0.30000000000000004,-381.773565991283
0.010000000000000002,0.8,0.35,-282.18947347522203
0.010000000000000002,0.8,0.4,-345.73989578134456
0.010000000000000002,0.8,0.45000000000000007,-243.6052225344252
0.010000000000000002,0.8,0.5,-303.78731378898647
0.010000000000000002,0.8,0.55,-210.04223724957797
0.010000000000000002,0.8,0.6,-176.1277324022892
0.010000000000000002,0.8500000000000001,0.1,-Inf
0.010000000000000002,0.8500000000000001,0.15000000000000002,-932.0512936884485
0.010000000000000002,0.8500000000000001,0.2,-422.27377018853844
0.010000000000000002,0.8500000000000001,0.25,-431.4881522740075
0.010000000000000002,0.8500000000000001,0.30000000000000004,-208.82449558678763
0.010000000000000002,0.8500000000000001,0.35,-285.0307757092976
0.010000000000000002,0.8500000000000001,0.4,-323.52188468135455
0.010000000000000002,0.8500000000000001,0.45000000000000007,-269.8877954427445
0.010000000000000002,0.8500000000000001,0.5,-289.0822750035566
0.010000000000000002,0.8500000000000001,0.55,-255.73576613721423
0.010000000000000002,0.8500000000000001,0.6,-194.28740836182698
0.010000000000000002,0.9,0.1,-1030.4872954495777
0.010000000000000002,0.9,0.15000000000000002,-973.318425569367
0.010000000000000002,0.9,0.2,-477.22524132699675
0.010000000000000002,0.9,0.25,-566.6312605266322
0.010000000000000002,0.9,0.30000000000000004,-313.1316417193972
0.010000000000000002,0.9,0.35,-267.88215802939567
0.010000000000000002,0.9,0.4,-236.72363601482675
0.010000000000000002,0.9,0.45000000000000007,-215.2271087927079
0.010000000000000002,0.9,0.5,-319.481426109077
0.010000000000000002,0.9,0.55,-179.14720773827582
0.010000000000000002,0.9,0.6,-175.67819215558654
0.010000000000000002,0.95,0.1,-1305.6354182520772
0.010000000000000002,0.95,0.15000000000000002,-991.9722785116269
0.010000000000000002,0.95,0.2,-580.5682751015617
0.010000000000000002,0.95,0.25,-430.3228765132511
0.010000000000000002,0.95,0.30000000000000004,-297.0221667306158
0.010000000000000002,0.95,0.35,-250.29321231003314
0.010000000000000002,0.95,0.4,-334.0507582110759
0.010000000000000002,0.95,0.45000000000000007,-206.85010145378146
0.010000000000000002,0.95,0.5,-185.66587408905463
0.010000000000000002,0.95,0.55,-178.2624875304324
0.010000000000000002,0.95,0.6,-185.63975368843285
0.010000000000000002,1,0.1,-1403.0019573469513
0.010000000000000002,1,0.15000000000000002,-888.6733295168751
0.010000000000000002,1,0.2,-Inf
0.010000000000000002,1,0.25,-505.273455782884
0.010000000000000002,1,0.30000000000000004,-417.9181303857612
0.010000000000000002,1,0.35,-269.0021803733917
0.010000000000000002,1,0.4,-208.86686585871325
0.010000000000000002,1,0.45000000000000007,-203.64484210694286
0.010000000000000002,1,0.5,-182.73233917872886
0.010000000000000002,1,0.55,-193.7952461689418
0.010000000000000002,1,0.6,-208.43268717157474
0.011,0.5,0.1,-Inf
0.011,0.5,0.15000000000000002,-1158.2573536521973
0.011,0.5,0.2,-700.9154508921043
0.011,0.5,0.25,-424.40537444313014
0.011,0.5,0.30000000000000004,-441.26046202673854
